rank,player,team,position,total_tackles,tackles_won,tackle_win_rate_pct,tackle_score
376,Pep Chavarría,Rayo Vallecano,"DF,FW",46,36,62.2,9.217391188251831
377,Copete,Mallorca,DF,29,17,91.7,9.21634380407602
378,Strahinja Pavlović,Milan,DF,52,31,58.0,9.214524719054062
379,Chidozie Obi-Martin,Manchester Utd,FW,2,1,100.0,9.21008855393548
380,Axel Gueguin,Montpellier,FW,1,1,100.0,9.21008855393548
381,Vincent Sierro,Toulouse,MF,44,27,48.2,9.2089700438729
382,Dodô,Fiorentina,DF,44,29,51.0,9.20699204483006
383,Konstantinos Koulierakis,Wolfsburg,DF,40,20,62.5,9.20270664417735
384,Ismaël Bennacer,Marseille,MF,21,10,66.7,9.197775614197008
385,Giangiacomo Magnani,Hellas Verona,DF,20,15,100.0,9.193915673197365
386,Sebastiano Luperto,Cagliari,DF,48,27,64.3,9.19224367957961
387,Marcel Sabitzer,Dortmund,MF,29,19,59.3,9.18779576955994
388,Johan Vásquez,Genoa,DF,56,31,59.1,9.184483683726544
389,Ben Godfrey,Ipswich Town,DF,1,0,100.0,9.179114902052648
390,Xavi Simons,RB Leipzig,MF,28,21,46.2,9.17473320512222
391,Szymon Żurkowski,Empoli,MF,6,4,100.0,9.17451737458012
392,Florinel Coman,Cagliari,"FW,MF",5,3,100.0,9.17451737458012
393,Matias Moreno,Fiorentina,DF,8,8,100.0,9.17451737458012
394,Martin Valjent,Mallorca,DF,30,21,60.0,9.172821167023745
395,Mateo Flores,Betis,MF,3,1,100.0,9.172691881969282
396,Elseid Hysaj,Lazio,DF,11,6,100.0,9.172691881969282
397,Lloyd Kelly,Newcastle Utd,DF,5,4,100.0,9.172691881969282
398,David López,Mallorca,DF,3,2,100.0,9.172691881969282
399,Matúš Bero,Bochum,MF,65,35,48.3,9.171211034888238
400,Dominik Kohr,Mainz 05,"DF,MF",62,46,63.6,9.166501764741666
401,Andreas Skov Olsen,Wolfsburg,"FW,MF",8,6,100.0,9.160066848459348
402,Diogo Dalot,Manchester Utd,DF,68,40,65.4,9.158334242346097
403,Bernd Leno,Fulham,GK,2,2,100.0,9.157485968960424
404,Hans Nicolussi Caviglia,Venezia,MF,47,28,45.3,9.155719789938418
405,Javier Guerra,Valencia,MF,50,27,46.4,9.152708609688423
406,Elliot Anderson,Nott'ham Forest,MF,92,56,43.2,9.15099968142751
407,Manu Morlanes,Mallorca,MF,43,27,60.0,9.14975512676931
408,Jean-Charles Castelletto,Nantes,"DF,MF",34,17,63.0,9.149017120140678
409,Michy Batshuayi,Eint Frankfurt,FW,1,1,100.0,9.145538154495261
410,Domingos André Ribeiro Almeida,Valencia,"MF,FW",48,32,35.9,9.140959832912966
411,Mamadou Sarr,Strasbourg,DF,37,21,66.7,9.137919161016324
412,Weston McKennie,Juventus,"MF,DF",33,12,59.1,9.137824840103624
413,Raphinha,Barcelona,"FW,MF",36,22,48.7,9.13775114916647
414,Paulo Gazzaniga,Girona,GK,1,1,100.0,9.12759978040983
415,Rareş Ilie,Nice,MF,1,1,100.0,9.12759978040983
416,Léo Pétrot,Saint-Étienne,DF,62,39,66.7,9.124941744584373
417,Ryan Christie,Bournemouth,MF,54,33,42.2,9.119009053061518
418,Kevin Stöger,Gladbach,MF,37,21,41.0,9.118455893720864
419,Nikola Moro,Bologna,MF,35,27,66.7,9.11803062724723
420,Stefan Posch,Atalanta,DF,18,11,88.9,9.11749733051603
421,Lucas Vázquez,Real Madrid,DF,58,34,56.3,9.1118697619886
422,Gaëtan Perrin,Auxerre,"MF,FW",49,26,43.8,9.111685997347651
423,Exequiel Palacios,Leverkusen,MF,22,15,55.6,9.11104896741607
424,Rayan Cherki,Lyon,"FW,MF",15,12,21.4,9.108568479359176
425,Dilane Bakwa,Strasbourg,"MF,DF",26,14,50.0,9.105145379193758
426,Antonio Blanco,Alavés,MF,67,40,38.6,9.100814813986934
427,Morgan Rogers,Aston Villa,"FW,MF",43,22,51.1,9.090979086080207
428,Julian Brandt,Dortmund,MF,26,11,34.9,9.087314216304048
429,Matt Doherty,Wolves,DF,38,21,68.0,9.08262658417597
430,Yukinari Sugawara,Southampton,"DF,MF",31,18,61.3,9.080291292092479
431,Diego Llorente,Betis,DF,36,20,65.8,9.077134572577524
432,Yannik Keitel,Stuttgart,MF,9,6,90.0,9.076702173380268
433,Devyne Rensch,Roma,DF,17,13,90.0,9.076702173380268
434,Hugo Guillamón,Valencia,MF,11,8,90.0,9.076702173380268
435,Damián Rodríguez,Celta Vigo,MF,14,9,37.5,9.076388799151754
436,Johan Mojica,Mallorca,DF,35,23,47.5,9.075732438973176
437,Dominik Szoboszlai,Liverpool,MF,38,20,37.8,9.075276274601714
438,Gabriel Gudmundsson,Lille,DF,36,25,63.9,9.074838925844519
439,Chrislain Matsima,Augsburg,DF,31,20,65.4,9.072062787840782
440,Ludovic Blas,Rennes,"MF,FW",38,25,54.8,9.068627620092927
441,James Ward-Prowse,Nott'ham Forest,MF,4,1,100.0,9.061901484184402
442,Mikel Jauregizar,Athletic Club,MF,84,48,49.4,9.056302868958282
443,Marco Friedl,Werder Bremen,DF,62,42,57.6,9.054480677616612
444,Sam Morsy,Ipswich Town,MF,68,41,43.5,9.053931817641525
445,Maximilian Arnold,Wolfsburg,MF,34,20,45.5,9.051726036826723
446,Jailson Siqueira,Celta Vigo,"DF,MF",13,11,81.8,9.04852299863084
447,Max Aarons,Bournemouth,DF,2,2,100.0,9.044296717931351
448,Peio Canales,Athletic Club,"MF,FW",3,2,100.0,9.044281044854428
449,Andy Pelmard,Lecce,DF,6,6,100.0,9.042111717931352
450,Carlos Augusto,Inter,DF,29,14,63.2,9.041763703195059
451,Sandi Lovrić,Udinese,MF,46,29,50.0,9.03505078398852
452,Djaoui Cissé,Rennes,MF,33,18,61.5,9.03474974027486
453,Vanderson,Monaco,DF,76,48,70.3,9.03290267473493
454,Vincenzo Grifo,Freiburg,"FW,MF",30,22,44.1,9.032603666146251
455,Abdou Harroui,Hellas Verona,"MF,FW",9,6,100.0,9.032571339714213
456,Nayef Aguerd,Real Sociedad,DF,30,24,66.7,9.031071202853566
457,Mitchell Weiser,Werder Bremen,"DF,MF",61,40,50.0,9.030389191281635
458,Pascal Groß,Dortmund,"MF,DF",44,28,29.4,9.030153175733485
459,Sepp van den Berg,Brentford,DF,39,24,65.5,9.026649546983357
460,Becir Omeragic,Montpellier,DF,32,16,76.2,9.025718979433142
461,Philipp Treu,St. Pauli,"MF,DF",61,42,57.4,9.023570731109748
462,André Gomes,Lille,MF,27,13,35.5,9.022064191259549
463,Abdoulaye Touré,Le Havre,MF,61,34,55.9,9.020886379604384
464,Ronald Araújo,Barcelona,DF,12,9,80.0,9.018721280373834
465,Catena,Osasuna,DF,46,28,61.4,9.01840387823854
466,Stefano Sensi,Monza,MF,8,5,83.3,9.008033392076374
467,Sergi Darder,Mallorca,"MF,FW",40,26,37.0,8.997859843309056
468,Leonidas Stergiou,Stuttgart,DF,24,13,84.2,8.99548490263361
469,Lilian Brassier,Marseille,DF,8,6,83.3,8.993419661854126
470,Matthias Ginter,Freiburg,DF,30,17,53.6,8.991141442718735
471,Gavi,Barcelona,"MF,FW",30,21,57.7,8.987892642830984
472,Julian Ryerson,Dortmund,DF,46,30,56.8,8.982293249186121
473,Lutsharel Geertruida,RB Leipzig,DF,35,24,48.4,8.980917228132506
474,Nnamdi Collins,Eint Frankfurt,DF,33,24,77.3,8.98072524828661
475,Nico Elvedi,Gladbach,DF,38,23,73.9,8.979086329920186
476,Frank Onyeka,Augsburg,MF,58,45,55.0,8.972746344911256
477,João Gomes,Wolves,MF,116,71,43.6,8.970821128635754
478,Lukas Klostermann,RB Leipzig,DF,27,14,58.3,8.970778710362252
479,Marc Casado,Barcelona,MF,44,25,48.8,8.967588078764956
480,Bernardo,Bochum,DF,46,28,73.0,8.960674383604623
481,Mattia Viti,Empoli,DF,65,45,65.4,8.957065778905978
482,César Azpilicueta,Atlético Madrid,DF,25,14,73.9,8.955377227884906
483,Allan Nyom,Getafe,"DF,MF",18,11,88.2,8.95151940985259
484,Matthijs de Ligt,Manchester Utd,DF,30,22,71.9,8.946379696400253
485,Youssouf Sabaly,Betis,DF,40,25,75.0,8.940921619691954
486,Loïc Bade,Sevilla,DF,47,27,74.2,8.940170855803066
487,Marin Šverko,Venezia,DF,20,9,83.3,8.93875207223903
488,Nathaniel Brown,Eint Frankfurt,"DF,MF",71,42,80.0,8.937578585079812
489,Adrien Truffert,Rennes,"DF,MF",61,36,66.7,8.93544012013317
490,Adam Marušić,Lazio,DF,32,20,60.0,8.934603949672049
491,Danny da Costa,Mainz 05,DF,42,23,63.0,8.932462774499275
492,Tanguy Nianzou,Sevilla,DF,7,5,83.3,8.931749734668685
493,Fabian Schär,Newcastle Utd,DF,36,21,40.0,8.930545214774881
494,Igor Zubeldia,Real Sociedad,DF,34,22,53.8,8.924282422992357
495,Nikola Milenković,Nott'ham Forest,DF,51,29,79.4,8.920572084953832
496,Mahdi Camara,Brest,"MF,FW",71,40,52.2,8.920000578257396
497,Dimitri Foulquier,Valencia,DF,48,31,66.7,8.914413961208554
498,Sergio Akieme,Reims,DF,34,23,61.1,8.905403065899373
499,Enzo Millot,Stuttgart,"MF,FW",30,13,34.3,8.904428461918354
500,Valentín Barco,Strasbourg,"MF,DF",36,22,73.3,8.90420971374954
501,Jakub Kiwior,Arsenal,DF,22,8,73.3,8.903944046521222
502,Cameron Burgess,Ipswich Town,DF,17,12,81.8,8.903433154817451
503,Senne Lynen,Werder Bremen,MF,72,39,56.5,8.902572245570362
504,Álex Suárez,Las Palmas,DF,40,23,74.1,8.902450606672389
505,Dario Essugo,Las Palmas,MF,59,45,60.9,8.8954869629287
506,Kevin Danso,Lens,DF,19,7,75.0,8.894462193429513
507,Keven Schlotterbeck,Augsburg,DF,19,17,75.0,8.890653757334986
508,Jesús Areso,Osasuna,DF,53,38,69.6,8.890102250691717
509,Willy Kambwala,Villarreal,DF,17,12,83.3,8.889895977720839
510,Harry Maguire,Manchester Utd,DF,30,15,73.9,8.88590943113143
511,Finn Jeltsch,Stuttgart,DF,18,13,80.0,8.884550265761593
512,Aaron Cresswell,West Ham,DF,11,7,81.8,8.879105677972374
513,César Tárrega,Valencia,DF,49,37,61.3,8.87829339916385
514,Raúl Asencio,Real Madrid,DF,22,16,76.9,8.87566035844009
515,Ferland Mendy,Real Madrid,DF,17,14,75.0,8.875239047932636
516,Julian Chabot,Stuttgart,DF,37,24,46.9,8.874501189070566
517,Jon Pacheco,Real Sociedad,DF,15,9,83.3,8.873098969838843
518,Souleymane Touré,Udinese,DF,7,6,80.0,8.870932690904858
519,Yoel Lago,Celta Vigo,DF,12,8,77.8,8.870437959186184
520,Máximo Perrone,Como,MF,38,27,34.2,8.86930783312848
521,Carney Chukwuemeka,Dortmund,MF,7,5,100.0,8.8671563759406
522,Maarten Vandevoordt,RB Leipzig,GK,1,0,100.0,8.863562219673746
523,Marcus Tavernier,Bournemouth,"FW,MF",43,24,37.0,8.863110854143523
524,Carlos Dominguez,Celta Vigo,DF,23,11,71.4,8.862577078018072
525,Pablo Rosario,Nice,"MF,DF",30,20,55.0,8.860197724047486
526,Malang Sarr,Lens,DF,21,13,59.3,8.857560254683861
527,Matteo Politano,Napoli,"FW,MF",29,15,34.9,8.857026665286451
528,Moritz Jenz,Mainz 05,DF,36,20,76.2,8.856500967308655
529,Clément Akpa,Auxerre,DF,55,34,67.4,8.854621605839052
530,Elisha Owusu,Auxerre,MF,73,41,64.6,8.851221393444634
531,Sacha Boey,Bayern Munich,DF,20,5,72.2,8.849579078226439
532,Christian Kabasele,Udinese,DF,17,9,78.6,8.849565811176744
533,James Maddison,Tottenham,MF,31,19,31.0,8.849484870468583
534,Carl Starfelt,Celta Vigo,DF,40,20,66.7,8.848893647765955
535,Sebastian Nanasi,Strasbourg,"MF,FW",20,13,36.4,8.84824275299079
536,Joël Veltman,Brighton,DF,43,29,59.6,8.846223178227065
537,Oumar Solet,Udinese,DF,33,19,70.0,8.844151508384003
538,Maximiliano Caufriez,Valencia,DF,1,1,100.0,8.843695002763758
539,Willy Boly,Nott'ham Forest,DF,6,1,100.0,8.843695002763758
540,Julio Soler,Bournemouth,"DF,FW",1,1,100.0,8.843695002763758
541,Dante,Nice,DF,32,15,51.7,8.842622888832425
542,Aimar Oroz,Osasuna,MF,35,19,30.4,8.835841492734884
543,Gleison Bremer,Juventus,DF,15,7,80.0,8.830302074883713
544,Florent Mollet,Nantes,"MF,FW",2,2,100.0,8.828683132616932
545,Zeki Çelik,Roma,DF,62,37,53.5,8.827254554486885
546,El Bilal Touré,Stuttgart,"FW,MF",4,1,100.0,8.825501891358192
547,Marco Palestra,Atalanta,DF,6,4,100.0,8.825501891358192
548,Jarrad Branthwaite,Everton,DF,36,20,71.4,8.82466205543033
549,Niklas Süle,Dortmund,DF,14,12,71.4,8.824660210367837
550,Mika Mármol,Las Palmas,DF,61,29,65.4,8.824090095524653
551,Arthur Melo,Girona,MF,25,11,51.9,8.823773046668805
552,Quentin Merlin,Marseille,DF,22,17,56.3,8.823662001134066
553,Kostas Tsimikas,Liverpool,DF,31,20,60.9,8.819680565781367
554,Mitchel Bakker,Atalanta,MF,1,0,100.0,8.81899342127272
555,Ali Jasim,Como,"FW,DF",1,0,100.0,8.81899342127272
556,José Campaña,Las Palmas,MF,21,16,55.0,8.818986098503268
557,Emiliano Martínez,Aston Villa,GK,3,3,100.0,8.816685344428729
558,Vitaly Janelt,Brentford,MF,38,22,58.3,8.814905327692138
559,Alejandro Francés,Girona,DF,36,24,70.0,8.814766133002385
560,Ben Mee,Brentford,DF,2,2,100.0,8.813909953221764
561,Liberato Cacace,Empoli,"MF,DF",37,25,71.0,8.813425521010556
562,Alidu Seidu,Rennes,DF,22,18,80.0,8.813258544398595
563,Mattia Liberali,Milan,MF,2,1,100.0,8.81116173893605
564,Richie Sagrado,Venezia,DF,2,2,100.0,8.81116173893605
565,Michel Ndary Adopo,Cagliari,MF,55,32,51.7,8.806962262551778
566,Jaka Bijol,Udinese,DF,43,25,52.5,8.806898802527812
567,Nélson Semedo,Wolves,DF,62,36,59.6,8.805895160429426
568,Victor Lindelöf,Manchester Utd,DF,7,2,75.0,8.805577262506286
569,Mikayil Ngor Faye,Rennes,DF,15,12,77.8,8.805365986445917
570,Óscar de Marcos,Athletic Club,DF,32,15,56.8,8.804473936195462
571,Toby Collyer,Manchester Utd,MF,12,9,83.3,8.801686146162243
572,Scott McKenna,Las Palmas,DF,21,13,75.0,8.800582235900544
573,Hugo Novoa,Alavés,"DF,MF",8,5,100.0,8.798944881366639
574,Antonín Kinský,Tottenham,GK,3,1,100.0,8.798944881366639
575,Jan Salas,Mallorca,"MF,FW",3,1,100.0,8.798944881366639
576,Benoît Badiashile,Chelsea,DF,9,6,80.0,8.79569917929604
577,Nhoa Sangui,Reims,"DF,MF",16,9,75.0,8.790924404610795
578,Felix Nmecha,Dortmund,MF,34,22,54.5,8.789285858899541
579,Yves Bissouma,Tottenham,MF,49,31,55.9,8.789002809974946
580,Samu Costa,Mallorca,MF,90,44,44.3,8.783449345393755
581,Mërgim Vojvoda,Como,DF,9,6,77.8,8.78335322905683
582,Davide Zappacosta,Atalanta,DF,26,16,51.3,8.782901085329073
583,Marc-Oliver Kempf,Como,DF,30,20,54.2,8.782175508370441
584,Valentin Gendrey,Lecce,DF,2,2,100.0,8.779997451444995
585,Ivan Ordets,Bochum,DF,18,8,76.9,8.779853202150571
586,Aridane Hernández,Rayo Vallecano,DF,13,11,75.0,8.77714957756063
587,Kristijan Jakić,Augsburg,MF,46,23,51.2,8.776543864109877
588,Loïc Nego,Le Havre,"DF,FW",58,35,64.1,8.774475682250968
589,Lloyd Kelly,Juventus,DF,15,11,77.8,8.770455213882272
590,Leopold Querfeld,Union Berlin,DF,25,12,72.2,8.766559136931235
591,Leny Yoro,Manchester Utd,DF,29,11,68.4,8.766427098374466
592,Kyle Walker,Milan,DF,17,9,76.5,8.764372415553309
593,Dennis Appiah,Saint-Étienne,DF,71,43,57.7,8.761383839553652
594,Juan Foyth,Villarreal,DF,25,15,68.8,8.760682643758367
595,Dejan Kulusevski,Tottenham,"MF,FW",45,23,37.3,8.759928808442053
596,Santiago Bueno,Wolves,DF,41,21,77.3,8.754744554061467
597,James Tarkowski,Everton,DF,64,40,61.5,8.753767257224029
598,Keane Lewis-Potter,Brentford,"DF,FW",49,27,62.0,8.75368001278947
599,Jean-Clair Todibo,West Ham,DF,47,28,72.2,8.752961558571961
600,Romain Esse,Crystal Palace,MF,9,6,100.0,8.751531641015633
601,Tommaso Pobega,Bologna,MF,33,19,73.3,8.74971073760425
602,Carmona,Sevilla,DF,83,59,53.2,8.747679480856124
603,Rémy Cabella,Lille,"FW,MF",39,19,57.6,8.740489311760307
604,Lautaro Valenti,Parma,DF,17,12,77.8,8.737956761214143
605,James Sands,St. Pauli,"MF,DF",15,6,100.0,8.735551385994944
606,Habib Diarra,Strasbourg,"MF,FW",22,13,40.0,8.735281621504859
607,Sergi Roberto,Como,MF,14,8,71.4,8.734861660896463
608,Amidou Doumbouya,Nice,DF,1,1,100.0,8.73225678282034
609,Samuel Edozie,Southampton,"DF,FW",3,1,100.0,8.731064372953167
610,Lorenz Assignon,Rennes,"DF,MF",49,27,44.2,8.727274594532018
611,Ali Dembélé,Torino,DF,9,5,100.0,8.725708247836453
612,Adam Masina,Torino,DF,33,15,57.5,8.724873810722377
613,Kevin Müller,Heidenheim,GK,3,2,100.0,8.723249200217406
614,Scott McTominay,Napoli,MF,43,25,50.0,8.719313897430066
615,Leandro Paredes,Roma,MF,26,14,50.0,8.71818438254298
616,Tom Louchet,Nice,"DF,MF",27,17,73.9,8.71611109716828
617,Mats Wieffer,Brighton,"DF,MF",58,34,68.1,8.713426614541973
618,Dimitris Giannoulis,Augsburg,DF,47,32,59.1,8.712330303093978
619,Ruben Aguilar,Lens,"DF,MF",34,18,61.5,8.708882758337992
620,Craig Dawson,Wolves,DF,15,3,80.0,8.707356093290066
621,Francesco Acerbi,Inter,DF,23,19,64.7,8.700399235325301
622,Omar Alderete,Getafe,DF,43,29,66.7,8.697381121858076
623,Maxence Lacroix,Crystal Palace,DF,68,41,68.1,8.6944019489835
624,Sergi,Leganés,DF,40,29,56.3,8.693182427546832
625,Sven Botman,Newcastle Utd,DF,12,9,77.8,8.69012009969259
626,Yael Mouanga,Montpellier,DF,14,8,77.8,8.689379665782958
627,Stefan Lainer,Gladbach,DF,22,13,85.7,8.687709035407027
628,Frederic Guilbert,Lecce,DF,65,36,65.5,8.686107988092935
629,Dani Carvajal,Real Madrid,DF,12,8,75.0,8.684130674883708
630,Wout Faes,Leicester City,DF,42,26,52.1,8.68300010241094
631,Thomas Kristensen,Udinese,DF,31,21,62.5,8.682887552431582
632,Juanpe,Girona,DF,8,5,75.0,8.68184234329649
633,Max Rosenfelder,Freiburg,DF,27,17,73.7,8.681644965740906
634,Danilo Cataldi,Fiorentina,MF,25,16,51.9,8.679338618645367
635,Andreas Hanche-Olsen,Mainz 05,DF,21,13,75.0,8.67849118486867
636,Yangel Herrera,Girona,MF,66,39,50.8,8.675507430591868
637,Andy Pelmard,Las Palmas,DF,5,0,80.0,8.674775014587539
638,Álex Valle,Como,DF,26,12,71.4,8.672244085422697
639,Mason Mount,Manchester Utd,MF,15,5,75.0,8.671081051982387
640,Unai López,Rayo Vallecano,MF,31,21,47.2,8.670685198272494
641,Ian Maatsen,Aston Villa,DF,29,17,70.8,8.668784160178825
642,Yoram Zague,Paris S-G,"DF,FW",8,6,75.0,8.667188500837183
643,Lucas Torró,Osasuna,MF,74,41,56.3,8.665621411890639
644,Boubacar Kamara,Aston Villa,MF,50,21,51.8,8.665330546511166
645,Alberto Moleiro,Las Palmas,"FW,MF",27,12,37.5,8.664049283743998
646,Dan Burn,Newcastle Utd,DF,39,24,55.6,8.661125479166119
647,Anrie Chase,Stuttgart,DF,10,4,71.4,8.658891170688085
648,Amadou Onana,Aston Villa,MF,55,30,55.2,8.655693233568588
649,Marco Brescianini,Atalanta,MF,18,11,80.0,8.65364491278785
650,Louis Leroux,Nantes,"MF,DF",25,18,72.7,8.653003161325827
651,Nathan Wood-Gordon,Southampton,DF,14,8,72.7,8.652123960635446
652,Alex Baena,Villarreal,"MF,FW",28,15,25.6,8.647013586030145
653,Botond Balogh,Parma,DF,36,16,71.4,8.645175724799858
654,Seydouba Cissé,Leganés,MF,59,37,46.0,8.644730274222814
655,Danilho Doekhi,Union Berlin,DF,37,24,56.5,8.640784647427205
656,Andy Diouf,Lens,MF,37,26,40.0,8.638588779690945
657,Aleksandar Sedlar,Alavés,DF,18,10,80.0,8.634508415802943
658,Yoann Salmier,Le Havre,DF,14,7,76.9,8.634389632261836
659,Robin Koch,Eint Frankfurt,DF,24,11,45.5,8.631670055465781
660,Domingos Duarte,Getafe,DF,28,15,81.0,8.631563264773797
661,Mohamed Kaba,Lecce,MF,13,8,80.0,8.631265837874132
662,Nathan Aké,Manchester City,DF,9,7,66.7,8.630545142081687
663,Rodrigo Bentancur,Tottenham,MF,40,22,47.5,8.630469501582763
664,Djibril Sow,Sevilla,MF,25,14,47.1,8.63004497659869
665,José Luis Palomino,Cagliari,DF,27,15,71.4,8.629204604566684
666,Nicolò Savona,Juventus,DF,29,13,52.0,8.629097865992339
667,Joan Jordán,Alavés,MF,32,18,56.7,8.62584428823912
668,Tiago Cardoso,Gladbach,GK,1,0,100.0,8.625429788839408
669,James Justin,Leicester City,DF,58,37,58.2,8.62536750624811
670,Robin Gosens,Fiorentina,DF,56,31,56.8,8.621246898257997
671,Koni De Winter,Genoa,DF,33,19,68.0,8.620404478941403
672,Raoul Bellanova,Atalanta,DF,24,14,61.9,8.618366286373059
673,Alessandro Vogliacco,Genoa,DF,15,3,83.3,8.615109080956458
674,Marius Wolf,Augsburg,DF,27,16,37.2,8.612980029686593
675,Alberto costa,Juventus,DF,14,10,77.8,8.612889277718988
676,Diego Coppola,Hellas Verona,DF,66,36,70.0,8.606299713380984
677,Eric Bailly,Villarreal,DF,12,4,75.0,8.606114162987119
678,João Palhinha,Bayern Munich,MF,20,14,68.8,8.604724423409523
679,Saúl Coco,Torino,DF,46,26,63.3,8.601839630535482
680,Michel Aebischer,Bologna,MF,18,13,71.4,8.600719301353026
681,James Milner,Brighton,MF,5,2,100.0,8.598776764107091
682,Issa Diop,Fulham,DF,26,12,72.2,8.597317977425437
683,Pierre Lees-Melou,Brest,MF,48,33,46.3,8.595954736117534
684,Abdoulaye Bamba,Angers,DF,22,12,73.7,8.594835136621162
685,Gonzalo Montiel,Sevilla,"DF,MF",4,2,75.0,8.593914992637163
686,Francis Coquelin,Nantes,MF,9,5,75.0,8.593914992637163
687,Ismaël Koné,Marseille,"MF,FW",8,4,75.0,8.593914992637163
688,Billy Gilmour,Brighton,MF,3,3,75.0,8.593914992637163
689,Nahuel Tenaglia,Alavés,DF,96,61,60.2,8.593627368227812
690,Sael Kumbedi,Lyon,DF,28,14,70.0,8.593024172864272
691,Denis Vavro,Wolfsburg,DF,21,13,47.8,8.591697882109035
692,Kialonda,Lecce,DF,34,12,70.6,8.58937919745293
693,Luis Pérez,Valladolid,DF,41,30,60.0,8.589041699618265
694,Tim Drexler,Hoffenheim,DF,17,7,75.0,8.5855898122341
695,Anthony Rouault,Stuttgart,DF,15,11,66.7,8.584142840461054
696,Matija Nastasić,Leganés,DF,25,11,68.0,8.582197552460645
697,Neco Williams,Nott'ham Forest,DF,90,57,61.6,8.581689568545624
698,Kevin Vogt,Union Berlin,DF,12,8,61.5,8.580326634209902
699,Nathan Zeze,Nantes,DF,38,22,69.7,8.578086022493947
700,José María Giménez,Atlético Madrid,DF,26,16,60.7,8.576906412913049
701,Valentin Rosier,Leganés,DF,72,52,63.2,8.576020222003347
702,Ola Aina,Nott'ham Forest,DF,55,42,56.3,8.573336494877605
703,Etienne Youte Kinkoue,Le Havre,DF,19,10,65.0,8.570374061854297
704,Abner,Lyon,DF,29,20,65.6,8.568785137037452
705,Jay Idzes,Venezia,DF,45,29,51.5,8.565014985458706
706,Niklas Stark,Werder Bremen,DF,33,21,66.7,8.562926077635616
707,Florent Hanin,Angers,DF,69,48,54.9,8.561423000718563
708,Ko Itakura,Gladbach,DF,40,29,61.8,8.55992602007794
709,Yvan Neyou,Leganés,MF,53,33,46.8,8.558520251127604
710,Jacob Greaves,Ipswich Town,DF,40,21,62.9,8.555545723178591
711,Ismaël Koné,Rennes,MF,9,6,71.4,8.554405715566315
712,Aarón Martín,Genoa,DF,71,47,64.7,8.551307527746923
713,Jubal,Auxerre,DF,60,39,70.0,8.55107736008114
714,Kilian Fischer,Wolfsburg,DF,64,44,52.8,8.548942349326952
715,Mattia De Sciglio,Empoli,DF,18,13,82.4,8.548251815628177
716,Leo Skiri Østigård,Rennes,DF,20,18,68.2,8.539631567076572
717,Amadou Koné,Reims,MF,49,32,62.9,8.537622789854167
718,Hans Hateboer,Rennes,DF,31,16,50.0,8.534643996931381
719,Melvin Bard,Nice,"DF,MF",53,36,57.1,8.530206776943052
720,Juma Bah,Lens,DF,16,10,71.4,8.52985960798879
721,Pablo Fornals,Betis,"MF,FW",21,13,33.3,8.52970014953651
722,Jens Stage,Werder Bremen,MF,49,30,54.3,8.521154318486964
723,Amos Pieper,Werder Bremen,DF,32,17,63.6,8.520285482025463
724,David de Gea,Fiorentina,GK,1,0,100.0,8.520011530912871
725,Gastón Pereiro,Genoa,MF,1,0,100.0,8.520011530912871
726,Billy Gilmour,Napoli,MF,24,16,60.0,8.51942175507009
727,Aritz Arambarri,Leganés,DF,1,1,100.0,8.519224030912872
728,Warren Bondo,Monza,MF,35,24,68.4,8.517138843712791
729,Santiago Giménez,Milan,FW,5,3,75.0,8.514203599841538
730,Julien Le Cardinal,Brest,DF,27,15,68.8,8.514072121092404
731,Ricardo Rodríguez,Betis,DF,28,15,65.4,8.513687751478486
732,Nemanja Gudelj,Sevilla,"MF,DF",42,24,60.0,8.50607130038151
733,Rocco Reitz,Gladbach,MF,52,24,55.8,8.50375708334291
734,Kobbie Mainoo,Manchester Utd,MF,46,29,60.0,8.502987645237134
735,Tyler Adams,Bournemouth,MF,83,50,54.2,8.49965668578522
736,Fali Candé,Venezia,DF,25,19,69.6,8.495835299013397
737,Hervé Koffi,Lens,GK,1,1,100.0,8.495523648373501
738,Joe Gomez,Liverpool,DF,13,10,68.8,8.495314638824185
739,Charlie Cresswell,Toulouse,DF,35,23,60.9,8.4941987513694
740,Haris Belkebla,Angers,MF,56,38,57.8,8.493291726356663
741,Florent Muslija,Freiburg,"FW,MF",5,4,100.0,8.487973796184638
742,Derrick Köhn,Werder Bremen,"DF,FW",20,10,71.4,8.48765566731948
743,Tosin Adarabioyo,Chelsea,DF,17,13,66.7,8.487462991960028
744,Merlin Röhl,Freiburg,"MF,FW",16,10,81.8,8.483046085581941
745,Morten Frendrup,Genoa,MF,102,61,43.6,8.481934015916133
746,Jack Stephens,Southampton,DF,34,20,56.7,8.478272073988192
747,Pedro Pereira,Monza,DF,53,32,63.6,8.476803328527984
748,Christopher Wooh,Rennes,DF,36,19,66.7,8.474755945446553
749,David Nemeth,St. Pauli,DF,43,29,58.1,8.474241902641074
750,Casemiro,Manchester Utd,MF,83,50,60.8,8.474112781692108
751,Axel Tuanzebe,Ipswich Town,DF,31,19,65.4,8.469248857173858
752,Gerard Martín,Barcelona,DF,22,10,68.8,8.468010044391496
753,Dara O'Shea,Ipswich Town,DF,49,31,64.7,8.465256335955585
754,Isak Hien,Atalanta,DF,48,28,61.4,8.464209088533677
755,Florian Sotoca,Lens,"FW,MF",22,13,54.5,8.460200189932486
756,Ramon Hendriks,Stuttgart,DF,20,9,69.2,8.459493847209716
